date_detected,timestamp,title,slug,outcome,type,side,price,size,usdcSize,asset,transactionHash
2026-05-26 15:08:37,1779799374,"Will Bitcoin dip to $75,000 on May 26?",will-bitcoin-dip-to-75k-on-may-26,No,TRADE,BUY,0.95,160,152.532,35701325402361690472974719083170587238625039680980034204420660906843274484966,0x35fd4ee95b93dbb1baa53a0f9c44dbd21286a411bccd402292238179ab5496ad
2026-05-26 15:08:37,1779799367,"Will the price of Bitcoin be above $78,000 on May 26?",bitcoin-above-78k-on-may-26-2026,No,TRADE,BUY,0.926,2500,2315,14658893069672317885388728058038617297662316167660245758411111871452668226283,0xf3ef7a3454452151fbf8cd04a038e0b4b66155e70e599064c9ae745aa0c53c44
2026-05-26 15:08:37,1779799360,"Will the price of Bitcoin be between $80,000 and $82,000 on May 31?",will-the-price-of-bitcoin-be-between-80000-82000-on-may-31-2026,No,TRADE,BUY,0.8800000013076559,642.370832,565.286333,93420633103107989787020889457672619614101373190687284564201462882327760743985,0xf861117594f4facfd45700d6b8e2bde21061c508fcdad840ebc437fd8f421329
2026-05-26 15:08:37,1779799356,"Will the price of Bitcoin be above $76,000 on May 26?",bitcoin-above-76k-on-may-26-2026,Yes,TRADE,BUY,0.941,230,217.32385,101696400522904383879910424453274795510574484165894079507232485023663200731882,0x9e5a4997993b56f6044cbbbb7f41644cffda2aaae4a05fdfce419f09bbbf25e8
2026-05-26 15:08:37,1779799356,"Will the price of Bitcoin be above $76,000 on May 26?",bitcoin-above-76k-on-may-26-2026,Yes,TRADE,BUY,0.941,9,8.503969999999999,101696400522904383879910424453274795510574484165894079507232485023663200731882,0x79eb0a62368c1d77a44ae3b6112cd82a836f1dde8ed55bac338e3e4e99039823
2026-05-26 15:08:37,1779799349,"Will the price of Bitcoin be above $76,000 on May 26?",bitcoin-above-76k-on-may-26-2026,Yes,TRADE,BUY,0.941,50,47.24431,101696400522904383879910424453274795510574484165894079507232485023663200731882,0xcceeedbd6ebe83695779fb7d00cf9a29f9c91332059d682e220ec2b7d1e0bfc2
2026-05-26 15:08:37,1779799339,"Will the price of Bitcoin be between $78,000 and $80,000 on May 31?",will-the-price-of-bitcoin-be-between-78000-80000-on-may-31-2026,No,TRADE,BUY,0.75,861.76,646.32,63674968305524183198601082420652487809030679568031262574962603102364010851002,0x01b71a7f4e6ec4fae45b8196f714675b237b477fd6c59546ec04708ac3011e6e
2026-05-26 15:08:37,1779799339,"Will the price of Bitcoin be above $78,000 on May 26?",bitcoin-above-78k-on-may-26-2026,No,TRADE,BUY,0.928650129280047,80.030138,74.691188,14658893069672317885388728058038617297662316167660245758411111871452668226283,0x3e604acad5488845e183e30247b9e5d50c0ff8d51e678d158efac65fe7eadb9b
2026-05-26 15:08:37,1779799335,"Will the price of Bitcoin be above $78,000 on May 26?",bitcoin-above-78k-on-may-26-2026,No,TRADE,BUY,0.929,70,65.35319,14658893069672317885388728058038617297662316167660245758411111871452668226283,0x2932f9a02ef0373fbe588deb13c05b49ac0c294e96d995146bb08a23b3845bb4
2026-05-26 15:08:37,1779799321,"Will the price of Bitcoin be between $76,000 and $78,000 on May 31?",will-the-price-of-bitcoin-be-between-76000-78000-on-may-31-2026,No,TRADE,BUY,0.68,640.3125,435.4125,77676149989330475210976455074235210734549151887131552703291288694870802111618,0x5117687425e0d25adfa5565ee2c3106e66fc81f3ba3c2c33c4067e4d0468d937
2026-05-26 15:08:37,1779799316,"Will the price of Bitcoin be above $76,000 on May 26?",bitcoin-above-76k-on-may-26-2026,Yes,TRADE,BUY,0.94,593.75,558.125,101696400522904383879910424453274795510574484165894079507232485023663200731882,0xacc0f7e2edbad7789a75c76963e0fba0408ac4cf1304a13aafa7e0a4cc5a3607
2026-05-26 15:08:37,1779799313,"Will the price of Bitcoin be above $78,000 on May 26?",bitcoin-above-78k-on-may-26-2026,No,TRADE,BUY,0.926,346,322.05565,14658893069672317885388728058038617297662316167660245758411111871452668226283,0x262f86383beeb801ee4b505b55a8ed96c7bf7630ea4acb2e7c21d8f7bef28375
2026-05-26 15:08:37,1779799313,"Will the price of Bitcoin be between $78,000 and $80,000 on May 26?",will-the-price-of-bitcoin-be-between-78000-80000-on-may-26-2026,No,TRADE,BUY,0.928,650,606.24012,89825981471271232929499222091693176490611251677486306330362067390787902252899,0x86781932ecad926cc90f7dcf6b084915958478bbbccb0982158298568c427b51
2026-05-26 15:08:37,1779799292,"Will the price of Bitcoin be above $76,000 on May 26?",bitcoin-above-76k-on-may-26-2026,Yes,TRADE,BUY,0.94,60,56.63688,101696400522904383879910424453274795510574484165894079507232485023663200731882,0x7a1837da1813730519fbf66f7a3de47523c81740d9a9c4b927e06d630e6d34a9
2026-05-26 15:08:37,1779799285,"Will the price of Bitcoin be above $78,000 on May 26?",bitcoin-above-78k-on-may-26-2026,No,TRADE,BUY,0.926,60,55.8478,14658893069672317885388728058038617297662316167660245758411111871452668226283,0x06d933f272aa8a9494cf13c959b4c9c379db39916b33bb024900fb53f258c772
2026-05-26 15:08:37,1779799283,"Will the price of Bitcoin be above $78,000 on May 26?",bitcoin-above-78k-on-may-26-2026,No,TRADE,BUY,0.926,60,55.8478,14658893069672317885388728058038617297662316167660245758411111871452668226283,0x57005af56ede71ec29f727c4ed7f5043746c940d96163334c22eb75508df8f22
2026-05-26 15:08:37,1779799278,"Will the price of Bitcoin be above $78,000 on May 26?",bitcoin-above-78k-on-may-26-2026,No,TRADE,BUY,0.9249999954216162,60.064863,55.851688,14658893069672317885388728058038617297662316167660245758411111871452668226283,0x02de91d5a1b56666ed7f98baf0cf80c0767c3dfd645b56f7cf20433b47b038ef
2026-05-26 15:08:37,1779799278,"Will the price of Bitcoin be above $78,000 on May 26?",bitcoin-above-78k-on-may-26-2026,No,TRADE,BUY,0.926,210,195.4673,14658893069672317885388728058038617297662316167660245758411111871452668226283,0x75724714b61428e36cd155db4ece374ed8f724327d4aaa4ca0a90cbf0239a9b6
2026-05-26 15:08:37,1779799278,"Will the price of Bitcoin be above $78,000 on May 26?",bitcoin-above-78k-on-may-26-2026,No,TRADE,BUY,0.926,60,55.8478,14658893069672317885388728058038617297662316167660245758411111871452668226283,0x0c63b2c973230f5d292c8ccf9f80a357bd6d0c3cc0bb63f27ea4135d0a7d1afb
2026-05-26 15:08:37,1779799272,Bitcoin Up or Down on May 26?,bitcoin-up-or-down-on-may-26-2026,Down,TRADE,BUY,0.81,5,4.05,101413462990998546049607956368994022024443266822606241226320545973718102670483,0xeceac50d9b742c9e89c0bfc5f434de4d1dbc76e88b9476fd46d5b266d078e2ed
2026-05-26 15:08:37,1779799239,"Will the price of Bitcoin be between $76,000 and $78,000 on May 28?",will-the-price-of-bitcoin-be-between-76000-78000-on-may-28-2026,No,TRADE,BUY,0.56,7.93,4.4408,112302914883418542390818013244939220928145106290000331490834568556374635006405,0x7f20afe818aed8cff09ef4ba00bd634518dba6c982a0598ee03d042bdcab8fc2
2026-05-26 15:08:37,1779799227,Bitcoin Up or Down on May 26?,bitcoin-up-or-down-on-may-26-2026,Down,TRADE,BUY,0.81,190.53,154.3293,101413462990998546049607956368994022024443266822606241226320545973718102670483,0xd85907cd7864659adf267a848d17f44bfee5e8f4be2d0a18a201baf82d8f3c7c
2026-05-26 15:08:38,1779799225,"Will the price of Bitcoin be between $74,000 and $76,000 on May 26?",will-the-price-of-bitcoin-be-between-74000-76000-on-may-26-2026,No,TRADE,BUY,0.943,40,37.8705,47600455615929490626163943130629826387064004292876452673926931722754065500594,0xcb7cbe09936b40304e62755bbbae60b7f69c163a48b675bcd128f4b6ba6df61c
2026-05-26 15:08:38,1779799211,"Will Bitcoin dip to $76,000 May 25-31?",will-bitcoin-dip-to-76k-may-25-31-2026,No,TRADE,BUY,0.29,8,2.4353,33569743728996302220669733995020067041800725449772853765906487198954458737690,0xd21df14f1f8390b7d0f909f10fa8fa01bec4b981e1050a884ad04883e8cc1524
